IDKategori,Nama Pemeriksaan,Permintaan/Hasil,Spesimen,Tipe hasil pemeriksaan,Satuan,Metode Analisis,Code,Display,Component,Property,Timing,System,Scale,Method,Unit of Measure,Code System
29,Biakan aerob semen dan uji kepekaan,Permintaan & Hasil,Serviks,Nominal,,Aerob,MK099830,Biakan aerob serviks dan uji kepekaan,,,Pt,Serviks,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan aerob spesimen lain,Permintaan & Hasil,Lain-lain,Nominal,,Aerob,634-6,Bacteria identified in Specimen by Aerobe culture,Bacteria identified,Prid,Pt,XXX,Nom,Aerobic culture,,http://loinc.org
29,Biakan aerob spesimen lain dan uji kepekaan,Permintaan & Hasil,Lain-lain,Nominal,,Aerob,MK099831,Biakan aerob spesimen lain dan uji kepekaan,,,Pt,Lain-lain,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan aerob spesimen pernapasan atas,Permintaan & Hasil,Spesimen pernapasan atas,Nominal,,Aerob,91819-3,Bacteria identified in Upper respiratory specimen by Aerobe culture,Bacteria identified,Prid,Pt,Respiratory.upper,Nom,Aerobic culture,,http://loinc.org
29,Biakan aerob spesimen pernapasan atas dan uji kepekaan,Permintaan & Hasil,Spesimen pernapasan atas,Nominal,,Aerob,MK099832,Biakan aerob spesimen pernapasan atas dan uji kepekaan,,,Pt,Spesimen pernapasan atas,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan aerob sputum,Permintaan & Hasil,Sputum,Nominal,,Aerob,622-1,Bacteria identified in Sputum by Aerobe culture,Bacteria identified,Prid,Pt,Sputum,Nom,Aerobic culture,,http://loinc.org
29,Biakan aerob sputum dan uji kepekaan,Permintaan & Hasil,Sputum,Nominal,,Aerob,MK099833,Biakan aerob sputum dan uji kepekaan,,,Pt,Sputum,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan aerob sumsum tulang,Permintaan & Hasil,Sumsum tulang,Nominal,,Aerob,19126-2,Bacteria identified in Bone marrow by Aerobe culture,Bacteria identified,Prid,Pt,Bone mar,Nom,Aerobic culture,,http://loinc.org
29,Biakan aerob sumsum tulang dan uji kepekaan,Permintaan & Hasil,Sumsum tulang,Nominal,,Aerob,MK099834,Biakan aerob sumsum tulang dan uji kepekaan,,,Pt,Sumsum tulang,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan aerob swab,Permintaan & Hasil,Swab,Nominal,,Aerob,634-6,Bacteria identified in Specimen by Aerobe culture,Bacteria identified,Prid,Pt,XXX,Nom,Aerobic culture,,http://loinc.org
29,Biakan aerob swab dan uji kepekaan,Permintaan & Hasil,Swab,Nominal,,Aerob,MK099835,Biakan aerob swab dan uji kepekaan,,,Pt,Swab,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan aerob telinga,Permintaan & Hasil,Telinga,Nominal,,Aerob,608-0,Bacteria identified in Ear by Aerobe culture,Bacteria identified,Prid,Pt,Ear,Nom,Aerobic culture,,http://loinc.org
29,Biakan aerob telinga dan uji kepekaan,Permintaan & Hasil,Telinga,Nominal,,Aerob,MK099836,Biakan aerob telinga dan uji kepekaan,,,Pt,Telinga,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan aerob tinja,Permintaan & Hasil,Feses,Nominal,,Aerob,634-6,Bacteria identified in Specimen by Aerobe culture,Bacteria identified,Prid,Pt,XXX,Nom,Aerobic culture,,http://loinc.org
29,Biakan aerob tinja dan uji kepekaan,Permintaan & Hasil,Feses,Nominal,,Aerob,MK099837,Biakan aerob tinja dan uji kepekaan,,,Pt,Feses,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan aerob tulang,Permintaan & Hasil,Tulang,Nominal,,Aerob,602-3,Bacteria identified in Bone by Aerobe culture,Bacteria identified,Prid,Pt,Bone,Nom,Aerobic culture,,http://loinc.org
29,Biakan aerob tulang dan uji kepekaan,Permintaan & Hasil,Tulang,Nominal,,Aerob,MK099838,Biakan aerob tulang dan uji kepekaan,,,Pt,Tulang,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan aerob uretra,Permintaan & Hasil,Uretra,Nominal,,Aerob,14477-4,Bacteria identified in Urethra by Aerobe culture,Bacteria identified,Prid,Pt,Urethra,Nom,Aerobic culture,,http://loinc.org
29,Biakan aerob uretra dan uji kepekaan,Permintaan & Hasil,Uretra,Nominal,,Aerob,MK099839,Biakan aerob uretra dan uji kepekaan,,,Pt,Uretra,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan aerob urine,Permintaan & Hasil,Urine,Nominal,,Aerob,634-6,Bacteria identified in Specimen by Aerobe culture,Bacteria identified,Prid,Pt,XXX,Nom,Aerobic culture,,http://loinc.org
29,Biakan aerob urine dan uji kepekaan,Permintaan & Hasil,Urine,Nominal,,Aerob,MK099840,Biakan aerob urine dan uji kepekaan,,,Pt,Urine,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan aerob wash bronchii,Permintaan & Hasil,Wash Bronchii,Nominal,,Aerob,89643-1,Bacteria identified in Lower respiratory specimen by Aerobe culture,Bacteria identified,Prid,Pt,Respiratory.lower,Nom,Aerobic culture,,http://loinc.org
29,Biakan aerob wash bronchii dan uji kepekaan,Permintaan & Hasil,Wash Bronchii,Nominal,,Aerob,MK099841,Biakan aerob wash bronchii dan uji kepekaan,,,Pt,Wash Bronchii,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob aspirat,Permintaan & Hasil,Aspirat,Nominal,,Anaerob,598-3,Bacteria identified in Aspirate by Anaerobe culture,Bacteria identified,Prid,Pt,Asp,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob aspirat dan uji kepekaan,Permintaan & Hasil,Aspirat,Nominal,,Anaerob,MK099842,Biakan anaerob aspirat dan uji kepekaan,,,Pt,Aspirat,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob cairan amnion,Permintaan & Hasil,Cairan amnion,Nominal,,Anaerob,87933-8,Bacteria identified in Amniotic fluid by Anaerobe culture,Bacteria identified,Prid,Pt,Amnio fld,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob cairan amnion dan uji kepekaan,Permintaan & Hasil,Cairan amnion,Nominal,,Anaerob,MK099843,Biakan anaerob cairan amnion dan uji kepekaan,,,Pt,Cairan amnion,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob cairan empedu,Permintaan & Hasil,Cairan empedu,Nominal,,Anaerob,87934-6,Bacteria identified in Bile fluid by Anaerobe culture,Bacteria identified,Prid,Pt,Bil fld,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob cairan empedu dan uji kepekaan,Permintaan & Hasil,Cairan empedu,Nominal,,Anaerob,MK099844,Biakan anaerob cairan empedu dan uji kepekaan,,,Pt,Cairan empedu,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob cairan mata,Permintaan & Hasil,Cairan mata,Nominal,,Anaerob,88139-1,Bacteria identified in Ocular fluid by Anaerobe culture,Bacteria identified,Prid,Pt,Ocular fld,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob cairan mata dan uji kepekaan,Permintaan & Hasil,Cairan mata,Nominal,,Anaerob,MK099845,Biakan anaerob cairan mata dan uji kepekaan,,,Pt,Cairan mata,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob cairan otak,Permintaan & Hasil,Cairan otak,Nominal,,Anaerob,87937-9,Bacteria identified in Cerebral spinal fluid by Anaerobe culture,Bacteria identified,Prid,Pt,CSF,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob cairan otak dan uji kepekaan,Permintaan & Hasil,Cairan otak,Nominal,,Anaerob,MK099846,Biakan anaerob cairan otak dan uji kepekaan,,,Pt,Cairan otak,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob cairan perikardial,Permintaan & Hasil,Cairan perikardial,Nominal,,Anaerob,87939-5,Bacteria identified in Pericardial fluid by Anaerobe culture,Bacteria identified,Prid,Pt,Pericard fld,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob cairan perikardial dan uji kepekaan,Permintaan & Hasil,Cairan perikardial,Nominal,,Anaerob,MK099847,Biakan anaerob cairan perikardial dan uji kepekaan,,,Pt,Cairan perikardial,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob cairan peritoneal,Permintaan & Hasil,Cairan peritoneal,Nominal,,Anaerob,87940-3,Bacteria identified in Peritoneal fluid by Anaerobe culture,Bacteria identified,Prid,Pt,Periton fld,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob cairan peritoneal dan uji kepekaan,Permintaan & Hasil,Cairan peritoneal,Nominal,,Anaerob,MK099848,Biakan anaerob cairan peritoneal dan uji kepekaan,,,Pt,Cairan peritoneal,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob cairan peritoneal dialisis,Permintaan & Hasil,Cairan peritoneal dialisis,Nominal,,Anaerob,90277-5,Bacteria identified in Peritoneal dialysis fluid by Anaerobe culture,Bacteria identified,Prid,Pt,Dial fld prt,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob cairan peritoneal dialisis dan uji kepekaan,Permintaan & Hasil,Cairan peritoneal dialisis,Nominal,,Anaerob,MK099849,Biakan anaerob cairan peritoneal dialisis dan uji kepekaan,,,Pt,Cairan peritoneal dialisis,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob cairan pleura,Permintaan & Hasil,Cairan pleura,Nominal,,Anaerob,87942-9,Bacteria identified in Pleural fluid by Anaerobe culture,Bacteria identified,Prid,Pt,Plr fld,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob cairan pleura dan uji kepekaan,Permintaan & Hasil,Cairan pleura,Nominal,,Anaerob,MK099850,Biakan anaerob cairan pleura dan uji kepekaan,,,Pt,Cairan pleura,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob cairan sinovial,Permintaan & Hasil,Cairan sinovial,Nominal,,Anaerob,87944-5,Bacteria identified in Synovial fluid by Anaerobe culture,Bacteria identified,Prid,Pt,Synv fld,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob cairan sinovial dan uji kepekaan,Permintaan & Hasil,Cairan sinovial,Nominal,,Anaerob,MK099859,Biakan anaerob cairan sinovial dan uji kepekaan,,,Pt,Cairan sinovial,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob cairan tubuh,Permintaan & Hasil,Cairan tubuh,Nominal,,Anaerob,17956-4,Bacteria identified in Body fluid by Anaerobe culture,Bacteria identified,Prid,Pt,Body fld,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob cairan tubuh dan uji kepekaan,Permintaan & Hasil,Cairan tubuh,Nominal,,Anaerob,MK099860,Biakan anaerob cairan tubuh dan uji kepekaan,,,Pt,Cairan tubuh,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob darah,Permintaan & Hasil,Serum/Plasma,Nominal,,Anaerob,17934-1,Bacteria identified in Blood by Anaerobe culture,Bacteria identified,Prid,Pt,Bld,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob darah dan uji kepekaan,Permintaan & Hasil,Serum/Plasma,Nominal,,Anaerob,MK099861,Biakan anaerob darah dan uji kepekaan,,,Pt,Serum/Plasma,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob genital,Permintaan & Hasil,Genital,Nominal,,Anaerob,91865-6,Bacteria identified in Genital specimen by Anaerobe culture,Bacteria identified,Prid,Pt,Genital,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob genital dan uji kepekaan,Permintaan & Hasil,Genital,Nominal,,Anaerob,MK099864,Biakan anaerob genital dan uji kepekaan,,,Pt,Genital,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob isolat,Permintaan & Hasil,Isolat,Nominal,,Anaerob,20878-5,Bacteria identified in Isolate by Anaerobe culture,Bacteria identified,Prid,Pt,Isolate,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob isolat dan uji kepekaan,Permintaan & Hasil,Isolat,Nominal,,Anaerob,MK099865,Biakan anaerob isolat dan uji kepekaan,,,Pt,Isolat,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob jaringan,Permintaan & Hasil,Jaringan,Nominal,,Anaerob,628-8,Bacteria identified in Tissue by Anaerobe culture,Bacteria identified,Prid,Pt,Tiss,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob jaringan dan uji kepekaan,Permintaan & Hasil,Jaringan,Nominal,,Anaerob,MK099866,Biakan anaerob jaringan dan uji kepekaan,,,Pt,Jaringan,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob kateter,Permintaan & Hasil,Kateter,Nominal,,Anaerob,90273-4,Bacteria identified in Catheter tip by Anaerobe culture,Bacteria identified,Prid,Pt,Ctp,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob kateter dan uji kepekaan,Permintaan & Hasil,Kateter,Nominal,,Anaerob,MK099867,Biakan anaerob kateter dan uji kepekaan,,,Pt,Kateter,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob luka,Permintaan & Hasil,Luka,Nominal,,Anaerob,633-8,Bacteria identified in Wound by Anaerobe culture,Bacteria identified,Prid,Pt,Wound,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob luka dan uji kepekaan,Permintaan & Hasil,Luka,Nominal,,Anaerob,MK099868,Biakan anaerob luka dan uji kepekaan,,,Pt,Luka,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob luka bakar,Permintaan & Hasil,Luka bakar,Nominal,,Anaerob,87936-1,Bacteria identified in Burn by Anaerobe culture,Bacteria identified,Prid,Pt,Burn,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob luka bakar dan uji kepekaan,Permintaan & Hasil,Luka bakar,Nominal,,Anaerob,MK099869,Biakan anaerob luka bakar dan uji kepekaan,,,Pt,Luka bakar,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob luka dalam,Permintaan & Hasil,Luka dalam,Nominal,,Anaerob,17925-9,Bacteria identified in Wound deep by Anaerobe culture,Bacteria identified,Prid,Pt,Wound.deep,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob luka dalam dan uji kepekaan,Permintaan & Hasil,Luka dalam,Nominal,,Anaerob,MK099870,Biakan anaerob luka dalam dan uji kepekaan,,,Pt,Luka dalam,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob plasenta,Permintaan & Hasil,Plasenta,Nominal,,Anaerob,87941-1,Bacteria identified in Placenta by Anaerobe culture,Bacteria identified,Prid,Pt,Placenta,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob plasenta dan uji kepekaan,Permintaan & Hasil,Plasenta,Nominal,,Anaerob,MK099871,Biakan anaerob plasenta dan uji kepekaan,,,Pt,Plasenta,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob produk darah,Permintaan & Hasil,Produk darah,Nominal,,Anaerob,87935-3,Bacteria identified in Blood product unit by Anaerobe culture,Bacteria identified,Prid,Pt,^BPU,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob produk darah dan uji kepekaan,Permintaan & Hasil,Produk darah,Nominal,,Anaerob,MK099872,Biakan anaerob produk darah dan uji kepekaan,,,Pt,Produk darah,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob pus,Permintaan & Hasil,Pus,Nominal,,Anaerob,635-3,Bacteria identified in Specimen by Anaerobe culture,Bacteria identified,Prid,Pt,XXX,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob pus dan uji kepekaan,Permintaan & Hasil,Pus,Nominal,,Anaerob,MK099875,Biakan anaerob pus dan uji kepekaan,,,Pt,Pus,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob semen,Permintaan & Hasil,Semen,Nominal,,Anaerob,90276-7,Bacteria identified in Semen by Anaerobe culture,Bacteria identified,Prid,Pt,Semen,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob semen dan uji kepekaan,Permintaan & Hasil,Semen,Nominal,,Anaerob,MK099876,Biakan anaerob semen dan uji kepekaan,,,Pt,Semen,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob serviks,Permintaan & Hasil,Serviks,Nominal,,Anaerob,12281-2,Bacteria identified in Cervix by Anaerobe culture,Bacteria identified,Prid,Pt,Cvx,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob serviks dan uji kepekaan,Permintaan & Hasil,Serviks,Nominal,,Anaerob,MK099877,Biakan anaerob serviks dan uji kepekaan,,,Pt,Serviks,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob spesimen lain,Permintaan & Hasil,Lain-lain,Nominal,,Anaerob,635-3,Bacteria identified in Specimen by Anaerobe culture,Bacteria identified,Prid,Pt,XXX,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob spesimen lain dan uji kepekaan,Permintaan & Hasil,Lain-lain,Nominal,,Anaerob,MK099878,Biakan anaerob spesimen lain dan uji kepekaan,,,Pt,Lain-lain,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob swab,Permintaan & Hasil,Swab,Nominal,,Anaerob,635-3,Bacteria identified in Specimen by Anaerobe culture,Bacteria identified,Prid,Pt,XXX,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob swab dan uji kepekaan,Permintaan & Hasil,Swab,Nominal,,Anaerob,MK099880,Biakan anaerob swab dan uji kepekaan,,,Pt,Swab,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob tinja,Permintaan & Hasil,Feses,Nominal,,Anaerob,6461-8,Bacteria identified in Stool by Anaerobe culture,Bacteria identified,Prid,Pt,Stool,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob tinja dan uji kepekaan,Permintaan & Hasil,Feses,Nominal,,Anaerob,MK099881,Biakan anaerob tinja dan uji kepekaan,,,Pt,Feses,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob urine,Permintaan & Hasil,Urine,Nominal,,Anaerob,635-3,Bacteria identified in Specimen by Anaerobe culture,Bacteria identified,Prid,Pt,XXX,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob urine dan uji kepekaan,Permintaan & Hasil,"Urine
",Nominal,,Anaerob,MK099882,Biakan anaerob urine dan uji kepekaan,,,Pt,"Urine
",Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan anaerob spesimen saluran napas bawah ,Permintaan & Hasil,Saluran nafas bawah ,Nominal,,Anaerob,89644-9,Bacteria identified in Lower respiratory specimen by Anaerobe culture,Bacteria identified,Prid,Pt,Respiratory system specimen.lower,Nom,Anaerobic culture,,http://loinc.org
29,Biakan anaerob spesimen saluran napas bawah dan uji kepekaan ,Permintaan & Hasil,Saluran nafas bawah ,Nominal,,Anaerob,MK099922,Biakan anaerob spesimen saluran nafas bawah dan uji kepekaan ,,,Pt,Saluran nafas bawah ,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination
29,Biakan BTA alat implant,Permintaan & Hasil,Alat implan ,Nominal,,Kultur ,89637-3,Mycobacterium sp identified in Implanted device by Organism specific culture,Mycobacterium sp identified,Prid,Pt,Implanted device,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA ascites,Permintaan & Hasil,Cairan ascites,Nominal,,Kultur ,537-1,Mycobacterium sp identified in Peritoneal fluid by Organism specific culture,Mycobacterium sp identified,Prid,Pt,Periton fld,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA aspirat ,Permintaan & Hasil,Aspirat ,Nominal,,Kultur ,532-2,Mycobacterium sp identified in Aspirate by Organism specific culture,Mycobacterium sp identified,Prid,Pt,Asp,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA bahan isolat ,Permintaan & Hasil,Bahan isolat ,Nominal,,Kultur ,543-9,Mycobacterium sp identified in Specimen by Organism specific culture,Mycobacterium sp identified,Prid,Pt,XXX,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA BAL ,Permintaan & Hasil,BAL ,Nominal,,Kultur ,76687-3,Mycobacterium sp identified in Bronchoalveolar lavage by Organism specific culture,Mycobacterium sp identified,Prid,Pt,BAL,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA cairan bronkus ,Permintaan & Hasil,Cairan bronkus ,Nominal,,Kultur ,9823-6,Mycobacterium sp identified in Bronchial specimen by Organism specific culture,Mycobacterium sp identified,Prid,Pt,Bronchial,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA cairan dialisis,Permintaan & Hasil,Cairan dialisis,Nominal,,Kultur ,30045-9,Mycobacterium sp identified in Dialysis fluid by Organism specific culture,Mycobacterium sp identified,Prid,Pt,Dial fld,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA cairan empedu ,Permintaan & Hasil,Cairam empedu ,Nominal,,Kultur ,90284-1,Mycobacterium sp identified in Bile fluid by Organism specific culture,Mycobacterium sp identified,Prid,Pt,Bil fld,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA cairan lambung ,Permintaan & Hasil,Cairan lambung ,Nominal,,Kultur ,9824-4,Mycobacterium sp identified in Gastric fluid by Organism specific culture,Mycobacterium sp identified,Prid,Pt,Gast fld,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA cairan otak ,Permintaan & Hasil,Cairan otak ,Nominal,,Kultur ,534-8,Mycobacterium sp identified in Cerebral spinal fluid by Organism specific culture,Mycobacterium sp identified,Prid,Pt,CSF,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA cairan sendi ,Permintaan & Hasil,Cairan sendi ,Nominal,,Kultur ,538-9,Mycobacterium sp identified in Synovial fluid by Organism specific culture,Mycobacterium sp identified,Prid,Pt,Synv fld,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA cairan tubuh ,Permintaan & Hasil,Cairan tubuh ,Nominal,,Kultur ,535-5,Mycobacterium sp identified in Body fluid by Organism specific culture,Mycobacterium sp identified,Prid,Pt,Body fld,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA darah,Permintaan & Hasil,Darah ,Nominal,,Kultur ,533-0,Mycobacterium sp identified in Blood by Organism specific culture,Mycobacterium sp identified,Prid,Pt,Bld,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA jaringan ,Permintaan & Hasil,Jaringan ,Nominal,,Kultur ,540-5,Mycobacterium sp identified in Tissue by Organism specific culture,Mycobacterium sp identified,Prid,Pt,Tiss,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA kornea atau konjungtiva ,Permintaan & Hasil,Kornea/konjungtiva,Nominal,,Kultur ,88167-2,Mycobacterium sp identified in Cornea or Conjunctiva by Organism specific culture,Mycobacterium sp identified,Prid,Pt,Cornea/Conjunctiva,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA lain-lain,Permintaan & Hasil,Lain-lain,Nominal,,Kultur ,543-9,Mycobacterium sp identified in Specimen by Organism specific culture,Mycobacterium sp identified,Prid,Pt,XXX,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA luka ,Permintaan & Hasil,Luka ,Nominal,,Kultur ,542-1,Mycobacterium sp identified in Wound by Organism specific culture,Mycobacterium sp identified,Prid,Pt,Wound,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA pleura,Permintaan & Hasil,Pleura ,Nominal,,Kultur ,53909-8,Mycobacterium sp identified in Pleural fluid by Organism specific culture,Mycobacterium sp identified,Prid,Pt,Plr fld,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA pus,Permintaan & Hasil,Pus ,Nominal,,Kultur ,543-9,Mycobacterium sp identified in Specimen by Organism specific culture,Mycobacterium sp identified,Prid,Pt,XXX,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA saluran napas bawah ,Permintaan & Hasil,Saluran nafas bawah ,Nominal,,Kultur ,89636-5,Mycobacterium sp identified in Lower respiratory specimen by Organism specific culture,Mycobacterium sp identified,Prid,Pt,Respiratory.lower,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA spesimen ,Permintaan & Hasil,Spesimen ,Nominal,,Kultur ,543-9,Mycobacterium sp identified in Specimen by Organism specific culture,Mycobacterium sp identified,Prid,Pt,XXX,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA sputum,Permintaan & Hasil,Sputum ,Nominal,,Kultur ,539-7,Mycobacterium sp identified in Sputum by Organism specific culture,Mycobacterium sp identified,Prid,Pt,Sputum,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA sumsum tulang ,Permintaan & Hasil,Sumsum tulang,Nominal,,Kultur ,536-3,Mycobacterium sp identified in Bone marrow by Organism specific culture,Mycobacterium sp identified,Prid,Pt,Bone mar,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA swab,Permintaan & Hasil,Swab ,Nominal,,Kultur ,543-9,Mycobacterium sp identified in Specimen by Organism specific culture,Mycobacterium sp identified,Prid,Pt,XXX,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA tinja,Permintaan & Hasil,Tinja ,Nominal,,Kultur ,543-9,Mycobacterium sp identified in Specimen by Organism specific culture,Mycobacterium sp identified,Prid,Pt,XXX,Nom,Organism specific culture,,http://loinc.org
29,Biakan BTA urine,Permintaan & Hasil,Urine ,Nominal,,Kultur ,541-3,Mycobacterium sp identified in Urine by Organism specific culture,Mycobacterium sp identified,Prid,Pt,Urine,Nom,Organism specific culture,,http://loinc.org
29,Biakan diphteri,Permintaan & Hasil,Usap tenggorok,Ordinal,,Kultur ,88584-8,Corynebacterium diphtheriae [Presence] in Upper respiratory specimen by Organism specific culture,Corynebacterium diphtheriae,PrThr,Pt,Respiratory.upper,Ord,Organism specific culture,,http://loinc.org
29,Identifikasi mikroorganisme MS.MALDI-TOF,Permintaan & Hasil,Isolat ,Nominal ,,MS.MALDI-TOF,76346-6,Microorganism identified in Isolate by MS.MALDI-TOF,Microorganism identified,Prid,Pt,Isolate,Nom,MS.MALDI-TOF,,http://loinc.org
29,Biakan GO anal,Permintaan & Hasil,Anal,Ordinal,,Kultur ,14127-5,Neisseria gonorrhoeae [Presence] in Anal by Organism specific culture,Neisseria gonorrhoeae,PrThr,Pt,Anal,Ord,Organism specific culture,,http://loinc.org
29,Biakan GO aspirat,Permintaan & Hasil,Aspirat,Ordinal,,Kultur ,91781-5,Neisseria gonorrhoeae [Presence] in Aspirate by Organism specific culture,Neisseria gonorrhoeae,PrThr,Pt,Asp,Ord,Organism specific culture,,http://loinc.org
29,Biakan GO cairan vagina,Permintaan & Hasil,Cairan vagina,Ordinal,,Kultur ,693-2,Neisseria gonorrhoeae [Presence] in Vaginal fluid by Organism specific culture,Neisseria gonorrhoeae,PrThr,Pt,Vag,Ord,Organism specific culture,,http://loinc.org
