IDKategori,Nama Pemeriksaan ,Permintaan/Hasil,Code ,Long Common Name,Component,Property,Timing,System,Scale,Method,Class,Unit,Order/Observation,Code System,Version First Released,Version Last Changed,Version First Released (DTO),Version Last Changed (DTO),First Released Date,Last Changed Date,
44,"XR pelvis AP, inlet dan outlet",Permintaan & Hasil,37623-6,XR Pelvis AP and Inlet and Outlet,Views AP + inlet + outlet,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR pelvis dan coxae anak minimal dua proyeksi,Permintaan & Hasil,83034-9,XR Pelvis and Hip - bilateral GE 2 views for pediatrics,Views GE 2 for pediatrics,Find,Pt,Pelvis & Lower extremity.bilateral>Hip,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR pelvis dua proyeksi,Permintaan & Hasil,37617-8,XR Pelvis 2 Views,Views 2,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR pelvis inlet,Permintaan & Hasil,37628-5,XR Pelvis Inlet,View inlet,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR pelvis lateral,Permintaan & Hasil,37629-3,XR Pelvis Lateral,View lateral,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR pelvis minimal tiga proyeksi,Permintaan & Hasil,43543-8,XR Pelvis GE 3 Views,Views GE 3,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR pelvis oblique,Permintaan & Hasil,37630-1,XR Pelvis Oblique Views,Views oblique,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR pelvis outlet,Permintaan & Hasil,37631-9,XR Pelvis Outlet,View outlet,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,17/01/2024
44,XR pelvis satu atau dua proyeksi,Permintaan & Hasil,43522-2,XR Pelvis 1 or 2 Views,Views 1 or 2,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,17/01/2024
44,XR pelvis tiga proyeksi,Permintaan & Hasil,30766-0,XR Pelvis 3 Views,Views 3,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,17/01/2024
44,XR pergelangan kaki 1 proyeksi,Permintaan & Hasil,36551-0,XR Ankle Single view,View,Find,Pt,Lower extremity>Ankle,Doc,XR,,http://loinc.org,,,,2.14,2.64,1.0,1.1,15/11/2023,17/01/2024
44,XR pergelangan kaki bilateral 1 proyeksi,Permintaan & Hasil,103424-8,XR Ankle - bilateral Single view,View,Find,Pt,Lower extremity.bilateral>Ankle,Doc,XR,,http://loinc.org,,,,2.75,2.75,1.0,1.1,15/11/2023,17/01/2024
44,XR pergelangan tangan (wrist joint) dua proyeksi bilateral,Permintaan & Hasil,37482-7,XR Wrist - bilateral 2 Views,Views 2,Find,Pt,Upper extremity.bilateral>Wrist,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR pergelangan tangan bilateral 3 proyeksi,Permintaan & Hasil,37454-6,XR Wrist - bilateral 3 Views,Views 3,Find,Pt,Upper extremity.bilateral>Wrist,Doc,XR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,2/13/2023
44,XR pergelangan tangan bilateral 4 proyeksi,Permintaan & Hasil,37070-0,XR Wrist - bilateral 4 Views,Views 4,Find,Pt,Upper extremity.bilateral>Wrist,Doc,XR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,2/13/2023
44,XR pergelangan tangan dua proyeksi,Permintaan & Hasil,37925-5,XR Wrist 2 Views,Views 2,Find,Pt,Upper extremity>Wrist,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR pergelangan tangan lengkap minimal tiga proyeksi,Permintaan & Hasil,44190-7,XR Wrist GE 3 Views,Views GE 3,Find,Pt,Upper extremity>Wrist,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR sacrum dua proyeksi,Permintaan & Hasil,37651-7,XR Sacrum 2 Views,Views 2,Find,Pt,Pelvis>Sacrum,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR sacrum lateral,Permintaan & Hasil,37652-5,XR Sacrum AP and Lateral,Views AP + lateral,Find,Pt,Pelvis>Sacrum,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR sakrum dan koksigea minimal dua proyeksi,Permintaan & Hasil,79367-9,XR Sacrum and Coccyx GE 2 Views,Views GE 2,Find,Pt,Pelvis>Sacrum+Coccyx,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR scapula,Permintaan & Hasil,24903-7,XR Scapula Views,Views,Find,Pt,Chest>Scapula,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR scapula AP dan lateral kanan,Permintaan & Hasil,37788-7,XR Scapula - right AP and Lateral,Views AP + lateral,Find,Pt,Chest>Scapula.right,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR scapula AP dan lateral kiri,Permintaan & Hasil,36715-1,XR Scapula - left AP and Lateral,Views AP + lateral,Find,Pt,Chest>Scapula.left,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR scapula AP kanan,Permintaan & Hasil,39048-4,XR Scapula AP,View AP,Find,Pt,Chest>Scapula,Doc,XR,,http://loinc.org,719628000,Bone structure of right scapula,http://snomed.info/sct,,,1.0,1.0,2/13/2023,2/13/2023
44,XR scapula AP kiri,Permintaan & Hasil,39048-4,XR Scapula AP,View AP,Find,Pt,Chest>Scapula,Doc,XR,,http://loinc.org,719627005,Bone structure of left scapula,http://snomed.info/sct,,,1.0,1.0,2/13/2023,2/13/2023
44,XR scapula kanan,Permintaan & Hasil,26156-0,XR Scapula - right Views,Views,Find,Pt,Chest>Scapula.right,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR scapula kiri,Permintaan & Hasil,26155-2,XR Scapula - left Views,Views,Find,Pt,Chest>Scapula.left,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR schedel AP dan lateral nonkontras,Permintaan & Hasil,X099268,XR schedel AP dan lateral nonkontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR schuler view,Permintaan & Hasil,24745-2,XR Petrous part of temporal bone Views,Views,Find,Pt,Head>Petrous part of temporal bone,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR sefalogram ortodonti,Permintaan & Hasil,43787-1,XR Skull and Facial bones and Mandible Views for dental measurement,Views for dental measurement,Find,Pt,Head>Skull+Facial bones+Mandible,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR sella tursika,Permintaan & Hasil,42159-4,XR Sella turcica Views,Views,Find,Pt,Head>Sella turcica,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR sendi sakroiliaka kurang dari tiga proyeksi,Permintaan & Hasil,48467-5,XR Sacroiliac Joint 1 or 2 Views,Views 1 or 2,Find,Pt,Pelvis>Sacroiliac joint,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR sendi sakroiliaka tiga proyeksi atau lebih,Permintaan & Hasil,44189-9,XR Sacroiliac Joint GE 3 Views,Views GE 3,Find,Pt,Pelvis>Sacroiliac joint,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR sendi sternoklavikula empat proyeksi,Permintaan & Hasil,37882-8,XR Sternoclavicular Joint 4 Views,Views 4,Find,Pt,Chest>Sternoclavicular joint,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR sendi sternoklavikula tiga proyeksi,Permintaan & Hasil,37881-0,XR Sternoclavicular Joint 3 Views,Views 3,Find,Pt,Chest>Sternoclavicular joint,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR sendi temporo mandibula dengan pesawat panoramic,Permintaan & Hasil,RD0993107,XR sendi temporo mandibula dengan pesawat panoramic,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,2/13/2023
44,XR sendi temporomandibula buka dan tutup mulut bilateral,Permintaan & Hasil,37546-9,XR Temporomandibular joint - bilateral Open and Closed mouth,Views open mouth + closed mouth,Find,Pt,Head>Temporomandibular joint.bilateral,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR sendi temporomandibula buka dan tutup mulut unilateral,Permintaan & Hasil,48699-3,XR Temporomandibular joint - unilateral Open and Closed mouth,Views open mouth + closed mouth,Find,Pt,Head>Temporomandibular joint.unilateral,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR shift scath,Permintaan & Hasil,95611-0,XR Teeth Occlusal Views,Views occlusal,Find,Pt,Head>Teeth,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR shoulder exo dan endo kanan,Permintaan & Hasil,39395-9,XR Shoulder - right AP internal rotation and AP external rotation,Views AP internal rotation + AP external rotation,Find,Pt,Upper extremity.right>Shoulder,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR shoulder exo dan endo kiri,Permintaan & Hasil,39328-0,XR Shoulder - left AP internal rotation and AP external rotation,Views AP internal rotation + AP external rotation,Find,Pt,Upper extremity.left>Shoulder,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,"XR shoulder joint axillary, AP dan Y-view kanan",Permintaan & Hasil,38783-7,XR Shoulder - right AP and Axillary and Y,Views AP + axillary + Y,Find,Pt,Upper extremity.right>Shoulder,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,17/01/2024
44,"XR shoulder joint axillary, AP dan Y-view kiri",Permintaan & Hasil,37084-1,XR Shoulder - left AP and Axillary and Y,Views AP + axillary + Y,Find,Pt,Upper extremity.left>Shoulder,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR shoulder joint endo dan ekso kanan,Permintaan & Hasil,39395-9,XR Shoulder - right AP internal rotation and AP external rotation,Views AP internal rotation + AP external rotation,Find,Pt,Upper extremity.right>Shoulder,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR shoulder joint endo dan ekso kiri,Permintaan & Hasil,39328-0,XR Shoulder - left AP internal rotation and AP external rotation,Views AP internal rotation + AP external rotation,Find,Pt,Upper extremity.left>Shoulder,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR shoulder tiga proyeksi bilateral,Permintaan & Hasil,26382-2,XR Shoulder - bilateral 3 Views,Views 3,Find,Pt,Upper extremity.bilateral>Shoulder,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR sinus adenoid,Permintaan & Hasil,37858-8,XR Sinuses Lateral,View lateral,Find,Pt,Head>Sinuses,Doc,XR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,2/13/2023
44,XR sinus caldwell,Permintaan & Hasil,37857-0,XR Sinuses Caldwell,View Caldwell,Find,Pt,Head>Sinuses,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR sinus paranasal,Permintaan & Hasil,24916-9,XR Sinuses Views,Views,Find,Pt,Head>Sinuses,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR sinus paranasal kurang dari tiga proyeksi,Permintaan & Hasil,43523-0,XR Sinuses 1 or 2 Views,Views 1 or 2,Find,Pt,Head>Sinuses,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR sinus paranasal minimal tiga proyeksi,Permintaan & Hasil,43486-0,XR Sinuses GE 3 Views,Views GE 3,Find,Pt,Head>Sinuses,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR sinus paranasal waters dan lateral,Permintaan & Hasil,37862-0,XR Sinuses Lateral and Waters,Views lateral + Waters,Find,Pt,Head>Sinuses,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR skapula bilateral,Permintaan & Hasil,26154-5,XR Scapula - bilateral Views,Views,Find,Pt,Chest>Scapula.bilateral,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR skapula dua proyeksi,Permintaan & Hasil,37655-8,XR Scapula 2 Views,Views 2,Find,Pt,Chest>Scapula,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR skapula dua proyeksi kanan,Permintaan & Hasil,37787-9,XR Scapula - right 2 Views,Views 2,Find,Pt,Chest>Scapula.right,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR skapula dua proyeksi kiri,Permintaan & Hasil,36666-6,XR Scapula - left 2 Views,Views 2,Find,Pt,Chest>Scapula.left,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR skull AP,Permintaan & Hasil,69269-9,XR Skull AP,View AP,Find,Pt,Head>Skull,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR skull AP dan lateral,Permintaan & Hasil,24919-3,XR Skull AP and Lateral,Views AP + lateral,Find,Pt,Head>Skull,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR skull lateral,Permintaan & Hasil,24920-1,XR Skull Lateral,View lateral,Find,Pt,Head>Skull,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR skull PA,Permintaan & Hasil,69270-7,XR Skull PA,View PA,Find,Pt,Head>Skull,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR sky line kanan,Permintaan & Hasil,69256-6,XR Knee - right Sunrise,View Sunrise,Find,Pt,Lower extremity.right>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR sky line kiri,Permintaan & Hasil,43779-8,XR Knee - left Sunrise,View Sunrise,Find,Pt,Lower extremity.left>Knee,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR soft tissue leher AP,Permintaan & Hasil,42439-0,XR Neck AP,View AP,Find,Pt,Neck,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,17/01/2024
44,XR soft tissue leher lateral,Permintaan & Hasil,24843-5,XR Neck Lateral,View lateral,Find,Pt,Neck,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR spesimen bedah,Permintaan & Hasil,72876-6,XR Surgical specimen Views,Views,Find,Pt,^Surgical specimen,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR spot nasal lateral,Permintaan & Hasil,24834-4,XR Nasal bones Views,Views,Find,Pt,Head>Nasal bones,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR stenvers kanan,Permintaan & Hasil,37153-4,XR Mastoid Stenver and Arcelin,Views Stenver + Arcelin,Find,Pt,Head>Mastoid,Doc,XR,,http://loinc.org,763872005,Structure of right mastoid bone,http://snomed.info/sct,,,1.0,1.0,2/13/2023,2/13/2023
44,XR stenvers kiri,Permintaan & Hasil,37153-4,XR Mastoid Stenver and Arcelin,Views Stenver + Arcelin,Find,Pt,Head>Mastoid,Doc,XR,,http://loinc.org,763871003,Structure of left mastoid bone,http://snomed.info/sct,,,1.0,1.0,2/13/2023,2/13/2023
44,XR sternum minimal dua proyeksi,Permintaan & Hasil,37883-6,XR Sternum 2 Views,Views 2,Find,Pt,Chest>Sternum,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR sternum PA,Permintaan & Hasil,98330-4,XR Sternum PA Views,Views PA,Find,Pt,Chest>Sternum,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,17/01/2024
44,XR survey tulang (Bone Survey),Permintaan & Hasil,43518-0,XR Bones Survey Views,Views survey,Find,Pt,XXX>Bones,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR survey tulang lengkap,Permintaan & Hasil,83020-8,XR Bones Complete Survey Views,Views survey complete,Find,Pt,XXX>Bones,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR survey tulang terbatas,Permintaan & Hasil,43519-8,XR Bones Limited Survey Views,Views survey limited,Find,Pt,XXX>Bones,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR survey tulang terbatas untuk metastasis,Permintaan & Hasil,38089-9,XR Bones Limited Survey Views for metastasis,Views survey limited for metastasis,Find,Pt,XXX>Bones,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR tangan dua proyeksi,Permintaan & Hasil,24721-3,XR Hand 2 Views,Views 2,Find,Pt,Upper extremity>Hand,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,17/01/2024
44,XR tangan minimal tiga proyeksi,Permintaan & Hasil,79357-0,XR Hand GE 3 Views,Views GE 3,Find,Pt,Upper extremity>Hand,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR thoracolumbal bending kiri,Permintaan & Hasil,44206-1,XR Thoracic and lumbar spine for scoliosis single view,View for scoliosis,Find,Pt,Chest>Spine.thoracic & Abdomen>Spine.lumbar,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,"XR thorakolumbal AP, lateral, oblique kanan dan kiri",Permintaan & Hasil,X099269,"XR thorakolumbal AP, lateral, oblique kanan dan kiri",,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR thorakolumbal oblique,Permintaan & Hasil,X099270,XR thorakolumbal oblique,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR thorax AP,Permintaan & Hasil,36572-6,XR Chest AP,View AP,Find,Pt,Chest,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR thorax dua proyeksi,Permintaan & Hasil,36643-5,XR Chest 2 Views,Views 2,Find,Pt,Chest,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR thorax dua proyeksi AP dan lateral,Permintaan & Hasil,36687-2,XR Chest AP and Lateral,Views AP + lateral,Find,Pt,Chest,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR thorax dua proyeksi PA dan lateral dengan prosedur top lordotik,Permintaan & Hasil,36759-9,XR Chest PA and Apical lordotic,Views PA + apical lordotic,Find,Pt,Chest,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR thorax lateral,Permintaan & Hasil,39051-8,XR Chest Lateral,View lateral,Find,Pt,Chest,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR thorax lateral kanan,Permintaan & Hasil,39051-8,XR Chest Lateral,View lateral,Find,Pt,Chest,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR thorax lateral kiri,Permintaan & Hasil,30737-1,XR Chest Left lateral,View L-lateral,Find,Pt,Chest,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR thorax LLD,Permintaan & Hasil,24637-1,XR Chest AP left lateral-decubitus,View AP L-lateral-decubitus,Find,Pt,Chest,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR thorax oblique kanan,Permintaan & Hasil,37010-6,XR Chest Right oblique,View R-oblique,Find,Pt,Chest,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,17/01/2024
44,XR thorax oblique kiri,Permintaan & Hasil,37008-0,XR Chest Left oblique,View L-oblique,Find,Pt,Chest,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,17/01/2024
44,XR thorax PA,Permintaan & Hasil,24648-8,XR Chest PA upright,View PA upright,Find,Pt,Chest,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR thorax PA dan lateral,Permintaan & Hasil,42272-5,XR Chest PA and Lateral,Views PA + lateral,Find,Pt,Chest,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,17/01/2024
44,"XR thorax PA, lateral dan oblique",Permintaan & Hasil,30744-7,XR Chest PA and Lateral and Oblique,Views PA + lateral + oblique,Find,Pt,Chest,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,17/01/2024
44,"XR thorax PA, lateral dengan proyeksi oblique kanan dan kiri",Permintaan & Hasil,39074-0,XR Chest AP and Lateral and Right oblique and Left oblique,Views AP + lateral + R-oblique + L-oblique,Find,Pt,Chest,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR thorax RLD,Permintaan & Hasil,43466-2,XR Chest AP right lateral-decubitus,View AP R-lateral-decubitus,Find,Pt,Chest,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR thorax satu proyeksi,Permintaan & Hasil,36554-4,XR Chest Single view,View,Find,Pt,Chest,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR tibia dan fibula dua proyeksi,Permintaan & Hasil,37895-0,XR Tibia and Fibula 2 Views,Views 2,Find,Pt,Lower extremity>Tibia+Fibula,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR TMJ bilateral,Permintaan & Hasil,37325-8,XR Temporomandibular joint - bilateral Views,Views,Find,Pt,Head>Temporomandibular joint.bilateral,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR TMJ buka mulut kanan,Permintaan & Hasil,48490-7,XR Temporomandibular joint - right Open and Closed mouth,Views open mouth + closed mouth,Find,Pt,Head>Temporomandibular joint.right,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR TMJ buka mulut kiri,Permintaan & Hasil,48491-5,XR Temporomandibular joint - left Open and Closed mouth,Views open mouth + closed mouth,Find,Pt,Head>Temporomandibular joint.left,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR TMJ tutup mulut kanan,Permintaan & Hasil,48490-7,XR Temporomandibular joint - right Open and Closed mouth,Views open mouth + closed mouth,Find,Pt,Head>Temporomandibular joint.right,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR TMJ tutup mulut kiri,Permintaan & Hasil,48491-5,XR Temporomandibular joint - left Open and Closed mouth,Views open mouth + closed mouth,Find,Pt,Head>Temporomandibular joint.left,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR top lordotik,Permintaan & Hasil,24640-5,XR Chest Apical lordotic,View apical lordotic,Find,Pt,Chest,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR towne,Permintaan & Hasil,37870-3,XR Skull Towne,View Towne,Find,Pt,Head>Skull,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR traktus gastrointestinal atas,Permintaan & Hasil,98283-5,XR Gastrointestinal tract upper Views,Views,Find,Pt,Abdomen>Gastrointestinal tract.upper,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,"XR traktus gastrointestinal dan sistem pulmoner untuk mencari benda asing, satu proyeksi",Permintaan & Hasil,39149-0,XR Gastrointestinal tract and Pulmonary system Single view for foreign body,View for foreign body,Find,Pt,Whole body>Gastrointestinal tract+Pulmonary system,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR tulang wajah kurang dari tiga proyeksi,Permintaan & Hasil,44199-8,XR Facial bones 1 or 2 Views,Views 1 or 2,Find,Pt,Head>Facial bones,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR tulang wajah minimal tiga proyeksi,Permintaan & Hasil,48479-0,XR Facial bones GE 3 Views,Views GE 3,Find,Pt,Head>Facial bones,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR urografi (pielografi) dengan kontras antegrade,Permintaan & Hasil,38101-2,XR Kidney Views W contrast antegrade,Views^W contrast antegrade,Find,Pt,Abdomen>Kidney,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR urografi (pielografi) dengan kontras IV,Permintaan & Hasil,37607-9,XR Kidney Views W contrast IV,Views^W contrast IV,Find,Pt,Abdomen>Kidney,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR urografi (pielografi) dengan kontras retrograde,Permintaan & Hasil,38105-3,XR Kidney Views W contrast retrograde,Views^W contrast retrograde,Find,Pt,Abdomen>Kidney,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR usia tulang (bone age),Permintaan & Hasil,85151-9,XR Bone age,Bone age,Time,Pt,XXX>Bones,Qn,XR,mo,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR vertebra C1-C2,Permintaan & Hasil,36669-0,XR Cervical spine 2 Views,Views 2,Find,Pt,Neck>Spine.cervical,Doc,XR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,2/13/2023
44,XR vertebra cervical dua atau tiga proyeksi,Permintaan & Hasil,43539-6,XR Cervical spine 2 or 3 Views,Views 2 or 3,Find,Pt,Neck>Spine.cervical,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,17/01/2024
44,XR vertebra cervical minimal empat proyeksi,Permintaan & Hasil,44212-9,XR Cervical spine GE 4 Views,Views GE 4,Find,Pt,Neck>Spine.cervical,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,"XR vertebra cervical oblique, fleksi dan ekstensi",Permintaan & Hasil,83022-4,XR Cervical spine 2 or 3 views and (Views W flexion and W extension) and Views oblique,(Views 2 or 3) + (Views^W flexion + W extension) + (Views oblique),Find,Pt,Neck>Spine.cervical,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
44,XR vertebra cervical satu proyeksi,Permintaan & Hasil,24940-9,XR Cervical spine Single view,View,Find,Pt,Neck>Spine.cervical,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
